,ID,sex,d15N,d13C
Xensin,LJB8,F,6.009709185,-16.88345285
Xensin,LJB9,F,6.245637248,-16.42797563
Xchhec,IRD2,NA,6.039015397,-21.28251865
Xchhec,IRD3,NA,6.135566182,-20.27715008
Gralem,IRD4,F,6.652317452,-17.98402945
Lepcun,IRD5,M,8.434683309,-18.3564914
Lepcun,IRD6,NA,7.726689444,-19.83442261
Lchaur,IWF3,NA,5.909608474,-20.90802428
Gralem,IWG6,NA,6.868243387,-18.40072437
Lepcun,IWG7,NA,7.993509189,-19.52854545
Batfer,LCD6,M,7.224532232,-21.03287453
Batfer,LCD7,F,7.517378692,-20.90485963
Batfer,LCD8,M,7.237720243,-20.78660653
Batfer,LCD9,F,7.160745518,-20.88652184
Batfer,LCE1,M,7.24690069,-19.47620014
Batfer,LCE2,F,7.272761222,-20.41075798
Batfer,LCE3,F,7.574444245,-20.59719221
Batfer,LCE4,F,7.076313229,-20.9690419
Batfer,LCE5,M,7.188954436,-20.19408436
Batfer,LCE6,NA,7.032822858,-21.34660227
Petred,LCE7,F,4.538427796,-18.31455338
Petred,LCE8,F,4.424212962,-16.43811584
Petred,LCE9,M,5.169500703,-16.71343137
Trokir,LCF1,M,4.520794299,-14.19623713
Trokir,LCF2,M,4.59561736,-15.33279899
Trokir,LCF3,F,4.70640856,-15.31725543
Trokir,LCF4,F,4.519628413,-14.01563754
Trokir,LCF5,M,4.839891064,-15.7449059
Petmos,LCF6,M,4.447252436,-12.75237645
Petmos,LCF7,M,4.171142212,-14.06011754
Petmos,LCF8,F,4.391977657,-13.13993351
Petmos,LCF9,F,4.277296745,-12.62278175
Petmos,LCG1,M,4.299981146,-15.02688504
Petmos,LCG2,F,4.259716056,-12.63880939
Petmos,LCG3,F,4.151995263,-13.35842035
Petmos,LCG4,F,4.224138577,-13.26543411
Petmos,LCG5,F,4.303199603,-13.19146711
Petmos,LCG6,F,4.591771106,-12.91038717
BenhoM,LEF2,M,6.815838803,-21.28243026
Trokir,LEF3,M,4.680713985,-14.20370722
Trokir,LEF4,M,4.51465018,-15.98073896
Trokir,LEF5,F,4.578923786,-13.73775233
Trokir,LEF6,M,4.371517676,-15.27249112
Trokir,LEF7,F,4.672807959,-14.71401199
Pettex,LFH6,M,3.79312207,-10.34537423
Pettex,LFH7,M,4.152702425,-9.238265486
Julmrk,LFH8,F,6.852896472,-18.97040988
TrobrK,LFH9,F,4.738749864,-14.55341782
TrobrK,LFI1,M,4.491582709,-13.68377389
Pettex,LFI2,M,3.743237553,-9.87657352
Pettex,LFI3,M,3.64860997,-10.2234693
Ophboo,LFI4,M,6.000023815,-12.49586982
Ophboo,LFI5,M,5.896438794,-12.6648658
Ophboo,LFI6,F,4.67721525,-11.85678039
Ophboo,LFI7,F,6.454360149,-15.02599555
Ophboo,LFI8,M,5.191161745,-12.55996352
Ophboo,LFI9,M,5.924540504,-13.47408555
Ophboo,LGA1,M,5.729141469,-14.17485254
Ophboo,LGA2,M,5.606724973,-13.60260112
Ophboo,LGA3,F,6.558033166,-13.57836356
Ophboo,LGA4,F,6.631936638,-13.57192269
TrobrK,LGA5,M,4.448079534,-13.87062476
TrobrK,LGA6,F,4.140136076,-14.27555306
TrobrK,LGA7,F,4.551252622,-13.89518641
TrobrK,LGA8,F,4.626360026,-11.4942914
TelteS,IYH6,NA,5.894993436,-15.03963229
TrobrK,LGA9,F,4.821045707,-14.6062481
TrobrK,LGB1,M,4.020145193,-10.36759459
TrobrK,LGB2,M,4.897488763,-13.4240107
TrobrK,LGB3,F,4.64612511,-12.78675158
Petkip,LGB4,F,2.968696236,-14.50446407
Petrai,LGB5,M,4.545378206,-8.772442633
Petrai,LGB6,M,4.906963893,-9.480037498
Petrai,LGB7,M,3.88549551,-10.56000124
Petrai,LGB8,F,4.828951705,-9.274603217
Petrai,LGB9,M,3.993406567,-10.18651776
Petrai,LGC1,M,4.45726424,-10.26136084
Petrai,LGC2,F,4.604618422,-8.645595292
Petrai,LGC3,M,4.669843199,-8.92574693
Petrai,LGC4,M,4.40004916,-9.254517907
Petrai,LGC5,F,4.382260482,-8.504987706
JulreK,KHE7,F,6.981032416,-21.6317441
JulreK,KHE8,F,6.612310293,-22.15453341
JulreK,KHE9,F,6.871247067,-21.77132232
JulreK,KHF1,F,7.064120587,-21.97277439
JulreK,KHF2,F,6.751789231,-22.05751406
JulreK,KHF3,F,6.515926187,-20.90875533
Trodub,KHF6,F,4.518640156,-14.62632186
Trodub,KHF7,F,4.46428599,-14.96123032
Trodub,KHF8,F,4.433649976,-14.57560911
Trodub,KHF9,M,4.499194377,-14.89085981
Trodub,KHG1,M,4.523396992,-14.82760292
Cphfro,KHI1,M,6.973439235,-20.91063457
Cphfro,KHI2,M,7.404434107,-20.91864054
Neonig,KYA1,M,8.049787805,-20.74613954
Neonig,KYA2,M,7.572374598,-17.42104307
Telbif,KYB2,M,5.83425354,-21.01686269
Telbif,KYB3,M,5.992787365,-19.94713921
Cphfro,KYB4,F,7.432365202,-20.55954883
Cphfro,KYB5,F,7.377564246,-21.1036646
Cphfro,KYB6,F,7.128957728,-20.48318358
Cphfro,LEI6,F,7.051521026,-19.25032421
Cphfro,LEI7,F,7.539259782,-20.96090827
Cphfro,LEI8,F,7.375006012,-20.77940243
Cphfro,LEI9,M,5.499328484,-21.09434655
Lamoce,IOB4,M,6.159161135,-19.14715768
Enamel,IVB1,M,6.25444736,-19.92257636
Enamel,IVB2,M,6.016619258,-20.29725033
Xenbat,IVB6,M,6.426149093,-19.87975476
Xenbat,IVB7,M,6.447599409,-19.1742289
Xenbat,IVB8,NA,6.935323081,-18.77336597
Xenbat,IVB9,NA,7.147526313,-18.93503753
Xenbat,IVC1,M,7.332471233,-18.79526011
Xenbat,IVC2,NA,6.267441394,-19.48334274
Xenbat,IVC4,F,6.852300808,-18.6126468
Xenbat,IVC7,NA,6.68518598,-19.38105683
Lepcun,IVC8,NA,7.960028267,-20.14023675
Lepcun,IVC9,NA,6.580935993,-21.06790706
Lepcun,IVD1,NA,7.297904428,-20.01647919
Lepcun,IVD2,NA,6.578859839,-21.4350142
Lepcun,IVD3,NA,6.530734482,-21.20331798
Julreg,IVD5,NA,6.718754198,-20.60550649
Julreg,IVD6,NA,7.124184335,-20.04533529
Juldic,IVD8,NA,6.806847627,-18.10111137
Juldic,IVD9,NA,6.804845503,-18.91356073
Juldic,IVE1,NA,7.268337366,-19.7414699
Juldic,IVE2,NA,6.966016483,-18.70476749
Juldic,IVE3,NA,6.794834885,-18.02875371
LamorS,IVE5,NA,7.885993612,-20.40500479
LamorS,IVE6,NA,6.708152022,-21.90936318
LamorS,IVE7,NA,7.493157141,-19.83413627
Cunlon,IWE1,M,5.206807547,-13.42637395
Cunlon,IWE2,M,5.459014712,-14.87592579
Cunlon,IWE3,M,4.828428421,-13.81281442
Cunlon,IWE4,M,5.214224154,-12.47497037
Cunlon,IWE5,F,5.569078103,-13.97497322
Cunlon,IWE6,F,4.707860335,-15.89557797
Cunlon,IWE7,F,4.461154849,-15.40123759
Cunlon,IWE8,F,4.228258627,-14.91604473
Cunlon,IWE9,F,4.646370602,-15.80501257
Lchaur,IWF1,NA,6.046590328,-20.84527175
Lchaur,IWF2,NA,6.663346869,-21.14440102
Ophpar,JYF8,M,6.191139371,-14.17941899
Ophpar,JYF9,M,7.234975313,-13.79200479
Ophpar,JYG2,M,6.26164183,-14.06299793
Ophpar,JYG3,M,7.134022224,-14.25103988
Ophpar,JYG4,M,6.274782009,-13.59751034
Ophpar,JYG6,M,6.824627524,-14.78323355
Ophpar,JYG7,M,5.734541797,-14.62150941
Ophpar,JYG8,M,5.810001639,-13.79104839
Ophpar,JYG9,F,6.887567036,-15.98689355
Ophpar,JYH1,F,6.424626385,-17.66827018
Tanirs,JYH4,M,5.647240003,-13.99549782
Tanirs,JYH5,M,5.232854599,-12.14089816
Tanirs,JYH6,F,4.999971376,-13.36835206
Tanirs,JYH8,M,5.851743494,-14.30317416
Tanirs,JYH9,M,5.417953796,-12.7247948
Tanirs,JYI1,F,5.146314073,-14.13020815
Tanirs,JYI3,F,5.678668535,-14.6555871
Tanirs,JYI4,M,5.398483662,-13.31939337
Tanirs,JYI5,M,5.161622313,-14.70563061
Tanirs,JYI6,M,6.114719674,-14.2363847
Trobri,JYI9,NA,4.763430419,-15.73921691
Trobri,JZA1,NA,6.372105873,-16.25137057
Trobri,JZA2,NA,4.997829038,-15.81313758
Trobri,JZA4,NA,4.741661489,-15.17519293
Trobri,JZA5,NA,5.016881551,-15.73083016
Trobri,JZA6,NA,4.181643215,-16.77290776
Trobri,JZA8,NA,4.512710614,-14.53017871
Trobri,JZA9,NA,4.555205647,-14.49742643
Trobri,JZB1,NA,4.766691926,-15.13660344
Trobri,JZB2,NA,5.416956266,-15.55178085
Spamar,JZB4,M,5.039735915,-12.91673947
Spamar,JZB5,M,4.694948197,-13.34551622
Spamar,JZB6,M,4.718444536,-14.00827468
JulmaS,LBA3,F,6.377392331,-21.58420593
Spamar,JZB8,M,4.578259072,-13.53266128
Spamar,JZB9,F,4.542137698,-13.37822809
Spamar,JZC1,M,4.156745509,-14.44771305
Spamar,JZC2,F,5.51011983,-14.68002339
Spamar,JZC4,F,4.73459896,-14.07477776
Spamar,JZC5,F,4.673547162,-13.41472627
Spamar,JZC6,F,4.283045737,-13.57879252
Neotoa,JZD4,NA,6.361317893,-17.30778816
Neotoa,KAC6,NA,6.751138951,-17.68377009
Neotoa,KAC7,NA,6.785819848,-17.99121707
Neotoa,KAC8,NA,6.40986937,-18.39521289
Neotoa,KAC9,NA,6.497013882,-18.34238231
Neotoa,KCD1,NA,6.926777782,-18.79663814
Neotoa,KCD2,NA,6.363664791,-17.4926487
Neotoa,KCD3,NA,6.897178951,-18.80764914
Lamorn,KCD4,NA,7.380248466,-18.33553107
Neobou,KCD7,NA,7.043604618,-21.07589579
Neobou,KCD8,NA,6.410677962,-21.45229249
Neobou,KCE1,F,6.554160037,-19.26599071
Neotoa,KCE2,NA,6.591229154,-17.5705695
Calmel,KCE3,NA,6.630391646,-16.67776518
Calmel,KCE4,NA,6.690449113,-15.92729426
Pscmar,KCE7,M,4.384408075,-14.15349549
Simmar,KCE9,F,4.873438119,-14.11127745
Pscmar,KCF1,NA,4.669031074,-15.24255665
Pscmar,KCF2,NA,5.134289616,-14.47848194
Pscmar,KCF4,NA,5.080342995,-14.26148472
Pscmar,KCF5,NA,5.755655063,-12.25100283
Pscmar,KCF6,NA,5.291272109,-11.02848108
Pscmar,KCF8,NA,5.053077278,-13.29468414
Pscmar,KCF9,NA,5.017347981,-14.2930841
Pscmar,KCG1,NA,5.615811213,-13.93262038
Lamspe,KCG4,M,5.624787536,-18.84622482
Lamspe,KCG5,NA,5.648287807,-19.34512845
Lamspe,KCG6,NA,6.219920612,-18.597354
Lamspe,KCG7,NA,5.472434337,-19.29082834
Lamspe,KCG8,NA,7.178241716,-20.7719002
Lamspe,KCG9,NA,7.261329926,-20.99203317
Lamspe,KCH1,NA,6.266274598,-19.04999833
Lamspe,KCH2,NA,6.182185522,-18.84534148
NeobrM,KCH5,NA,6.488517392,-22.14998199
NeobrM,KCH6,NA,6.547786204,-22.15706286
NeobrM,KCH7,NA,6.969233925,-21.77707676
NeobrM,KCH8,NA,7.417279938,-21.46423324
NeobrM,KCH9,NA,6.945638824,-21.94896214
Perecc,LNE7,NA,8.736891511,-18.5533691
NeobrM,KCI1,NA,6.785550271,-22.2639582
NeobrM,KCI2,NA,6.53484012,-21.63673004
NeobrM,KCI3,NA,6.922820905,-22.26934469
NeobrM,KCI4,NA,6.598262229,-22.19120242
NeobrM,KCI5,NA,6.708811701,-22.21067291
Petort,KDF8,NA,3.226604949,-12.98497057
Neobri,JUH5,M,8.106183441,-21.61940158
Neobri,JUH6,M,7.70690738,-21.54913556
Neobri,JUH7,F,7.739712351,-21.77919725
Neobri,JUH8,F,7.961033765,-21.68071496
Neobri,JUI2,F,7.494767338,-22.35704932
Neobri,JUI3,F,8.149973608,-21.60693886
Neobri,JUI4,M,7.060586867,-22.21558149
Neobri,JUI5,M,6.826040377,-22.46014881
Neobri,JUI7,M,7.55896295,-21.69179982
Neobri,JUI8,M,7.321418106,-21.99343285
Neomon,JVA2,M,7.997713144,-18.34907442
Neomon,JVA5,M,7.263767452,-16.50600539
Neomon,JVA6,F,6.859684699,-15.07463668
Neomon,JVA9,M,6.765668897,-15.40536486
Neomon,JVB1,M,7.325230211,-16.17791952
Neomon,JVB2,F,6.847658899,-15.49008427
Neomon,JVB3,F,6.812745201,-15.70709702
Neomon,JVB5,F,6.334999301,-14.86694173
Neomon,JVB6,F,6.679145347,-15.73470019
Neomon,JVB7,M,6.850755828,-15.67047055
Tronig,JVC4,NA,5.996058734,-14.90840644
Tronig,JVC5,F,5.647214671,-16.78663925
Tronig,JVC6,NA,6.923989847,-17.38446731
Tronig,JVC7,NA,6.071163599,-16.4855982
Tronig,JVC8,NA,5.652155825,-16.55214496
Tronig,JVD1,NA,5.676707361,-16.19280502
Tronig,JVD2,NA,5.921349225,-16.49019337
Tronig,JVD3,NA,6.007683541,-17.14084055
Tronig,JVD5,NA,7.054815239,-17.08095578
Tronig,JVD6,NA,7.59018543,-17.48371963
Cypmic,JVE2,M,8.098309614,-21.22053372
Cypmic,JVE4,M,7.896912014,-21.55453323
Cypmic,JVE6,M,8.25293527,-20.96576947
Cypmic,JVE7,M,8.130518774,-21.07219027
Cypmic,JVE9,M,8.076086014,-20.94798443
Cypmic,JVF1,M,7.713034975,-21.47654076
Cypmic,JVF3,M,7.979471084,-21.74416584
Cypmic,JVF5,M,7.910485954,-21.01496717
Neofal,JVF6,M,7.974429203,-21.04382941
Neofal,JVF7,F,7.089471739,-20.75848726
Lessta,JVG1,NA,5.956407166,-23.40093073
Lessta,JVG2,NA,5.709863379,-23.85846369
Lessta,JVG3,NA,5.933388323,-23.35606424
Lessta,JVG4,NA,6.2923568,-23.33260543
Lessta,JVG5,NA,5.608609256,-22.75636503
Lessta,JVG6,NA,5.564021137,-23.60799213
Lessta,JVG7,NA,6.0308826,-23.26865641
Lessta,JVG8,NA,5.84182176,-23.93105001
Lessta,JVG9,NA,5.879009461,-23.68711708
Lessta,JVH1,NA,5.796126664,-22.4881413
Telbri,JXA1,NA,6.693272418,-18.48868679
Telbri,JXA2,NA,6.472641493,-18.04726329
Telbri,JXA3,NA,6.833182024,-18.67968096
Telbri,JXA5,M,7.180410365,-18.68158378
Telbri,JXA6,M,6.806940115,-18.15780211
Telbri,JXA8,M,6.724310255,-18.84157157
Telbri,JXA9,M,6.75062061,-18.50325345
Telbri,JXB2,M,6.757941385,-19.30523043
Telbri,JXB3,M,6.75045619,-18.07305113
Telbri,JXB4,M,6.551513286,-16.97196861
Neobou,KCD6,M,6.673587201,-20.45135488
XenspN,KEH1,M?,6.318054834,-14.32126831
JulmaN,JXB6,NA,7.26699202,-20.69254322
JulmaN,JXB7,NA,7.310867696,-21.22643947
JulmaN,JXB8,NA,7.644921139,-21.21825716
JulmaN,JXB9,NA,7.316850742,-21.24689527
JulmaN,JXC2,NA,7.145336736,-21.10165912
JulmaN,JXC3,NA,7.393470245,-21.31757604
JulmaN,JXC4,NA,7.096154585,-21.41368736
JulmaN,JXC6,NA,6.852896472,-21.58730625
JulmaN,JXC7,NA,7.537623367,-21.21422986
JulmaN,JXC9,NA,7.739838245,-20.61274103
Petpol,JXD2,F,5.444626869,-15.67749249
Neofal,JXD5,NA,8.60339002,-20.14294779
Neofal,JXD6,NA,8.016668345,-19.69768977
Neofal,JXD8,NA,7.523537297,-20.20582912
Neofal,JXD9,NA,8.063885712,-20.15798727
Neofal,JXE1,NA,6.770947462,-20.66981509
Neofal,JXE3,NA,7.100249514,-21.47706229
Neofal,JXE4,NA,7.060360282,-21.39381622
Neofal,JXE5,NA,7.033407647,-21.49364282
Neosav,JXE7,NA,6.515580814,-20.14198234
Eremar,JXF1,F,4.89378425,-12.1231036
Eremar,JXF2,F,5.992506076,-15.06198751
Eremar,JXF3,F,5.584379639,-14.40063672
Eremar,JXF5,F,6.122409167,-14.35783744
Eremar,JXF6,M,6.04177821,-15.29330743
Eremar,JXF7,F,6.113681155,-15.694518
Eremar,JXF9,M,6.224772328,-15.50097991
Eremar,JXG1,F,6.221274984,-16.6586561
Eremar,JXG3,M,5.851612239,-15.47490417
Eremar,JXG4,F,6.614184513,-14.8940167
Lamkun,JXG5,M,8.151272827,-20.75089138
Lamkun,JXG6,M,8.085734265,-20.6674315
Lamkun,JXG7,M,8.34145416,-20.17452379
Lamkun,JXG9,M,8.124542851,-20.68875473
Lamkun,JXH1,F,8.385525008,-19.93887975
Petort,JXH4,F,4.288375671,-14.86509064
Petort,JXH5,M,4.451286491,-13.76911085
Petort,JXH6,M,4.043219394,-13.87382747
Petort,JXH7,NA,3.740792458,-14.76169896
Petfam,JXI1,NA,4.768876424,-14.25973187
PcybrN,JXI7,M,7.6099,-21.4767
PcybrN,JXI8,M,7.713522128,-21.0313551
PcybrN,JXI9,M,7.537118548,-22.04910673
PcybrN,JYA1,M,7.648646082,-21.88426183
PcybrN,JYA2,M,7.426807589,-21.65312176
PcybrN,JYA3,F,7.507709311,-21.86461056
PcybrN,JYA4,F,7.484373019,-22.21047394
PcybrN,JYA5,F,7.491800381,-21.9161843
PcybrN,JYA6,F,7.347874792,-21.87732339
PcybrN,JYA7,F,7.419806709,-22.01996382
Neofur,JYC1,M,8.878563164,-20.80219642
Ophnas,JYC2,F,8.411017713,-20.05213
Altcom,JYD1,NA,7.215777757,-19.4796056
Altcom,JYD2,NA,7.700103383,-20.72250046
Cphfr5,JYF4,NA,7.787449731,-21.317663
Cphfr5,JYF5,F,8.549133278,-21.39947266
Batfas,JYF6,NA,8.135331972,-20.97048084
Petort,JZC8,NA,3.859467702,-13.44400914
Petort,JZC9,NA,4.35360093,-15.35845627
Petort,JZD1,NA,4.121359024,-14.37275538
Petort,JZD2,NA,4.095664098,-14.27132685
Lamkun,JZD7,M,8.610440282,-20.39422282
Lamkun,JZD8,M,7.849955298,-20.54556296
Lamkun,JZD9,M,7.849955298,-20.51972516
Lamkun,JZE1,F,8.276408881,-19.73940277
Cphfr5,KAC4,F,8.494041787,-21.19256528
Cphfr5,KAC5,F,8.555056526,-21.33419184
Neofur,KAD1,NA,8.555341418,-19.98170434
Leppro,KAD2,M,8.397426211,-21.21526009
Cphfr5,KAD3,F,8.694467572,-21.20857508
NeoveB,KAD4,F,8.161764232,-21.2021061
NeoveB,KAD5,F,8.44627834,-21.16389767
Cphfr5,KAD8,M,8.079833909,-21.25746024
Cphfr5,KAD9,M,8.191421527,-21.26241209
Ctehor,KAE4,M,8.03594681,-17.26062282
Lepelo,KAE5,NA,9.291256168,-20.40207093
Xenbou,KAE6,NA,7.574989537,-17.41894583
Ophnas,KAG4,M,8.799204203,-20.36035767
Permic,KAG6,NA,11.27365637,-19.47164359
NeoveB,KAG9,F,8.233336107,-21.06552367
Cphfr5,KDF2,F,8.165026823,-21.01894116
NeoveB,KDF3,M,7.983295213,-21.30339458
NeoveB,KDF4,F,8.368944897,-20.64766917
NeoveB,KDF5,F,8.636279931,-21.21159575
Petort,KDF6,M,4.151700633,-13.52269902
Cphfr5,KDF9,M,9.059341417,-20.60665542
Cphfr5,KDG1,M,8.957990866,-21.2102153
Cypmic,KDG3,F,8.095547228,-21.27344991
Cypmic,KDG4,NA,8.076180608,-21.4018665
Leppro,LCG7,F,7.577867817,-19.28782776
Tropol,LEG1,M,4.916591928,-14.69310405
Tropol,LEG2,F,4.140697712,-13.6627611
Tropol,LEG3,F,4.436117468,-12.83112624
Tropol,LEG4,F,4.221767007,-12.76020214
Tropol,LEG5,F,4.213267674,-11.29242737
Tropol,LEG6,F,4.19350239,-10.75868198
Tropol,LEG7,F,4.161877916,-10.69949249
Tropol,LEG8,F,4.455391666,-11.98572219
Tropol,LEG9,M,4.399413863,-12.71670439
Tropol,LEH1,F,4.262506618,-12.32380724
Telbif,LED4,M,5.245956221,-16.32498051
Telbif,LED5,M,5.788119271,-17.71308226
Telbif,LED6,M,5.710337494,-17.1031837
Telbif,LED7,M,5.709982253,-16.3156445
Telbif,LED8,M,5.325835291,-18.40024624
Telbif,LEE4,NA,5.316002148,-17.9904363
Telbif,LEE5,NA,5.426343442,-18.73503111
Telbif,LEE6,NA,4.79002717,-19.10128302
Leppro,LEE7,NA,8.643760468,-18.04973318
Neowal,KFD6,M,6.560229227,-20.60958945
Neowal,KFD7,M,6.726462793,-20.64729358
Neowal,KFD8,M,6.618846645,-20.51380059
Neowal,KFD9,M,6.772087341,-20.37317438
Neowal,KFE2,M,6.584047241,-20.53140904
Neowal,KFE3,F,6.161091619,-21.47211676
Neowal,KFE4,F,5.897236342,-21.55868665
Neowal,KFE5,F,5.47526216,-20.88510941
Neowal,KFE6,F,6.407157431,-21.09837896
Pscmrg,KFF2,M,6.431671607,-15.06168493
Pscmrg,KFF3,M,5.153419236,-15.29473631
JulmaS,GPH6,M,6.83924451,-19.92417233
Petfas,GPH8,M,4.89958316,-15.18010634
Petfas,GPH9,F,4.849965036,-14.8923042
Petfas,GPI1,NA,5.849970133,-15.15901781
Petfas,GPI2,F,5.192357395,-14.93707828
Petfas,GPI3,M,4.871131569,-15.69002995
Pethor,GPI4,NA,4.271917441,-16.3240712
Pethor,GPI5,NA,4.27461758,-16.44984803
Petmac,GPI6,NA,5.565002279,-13.27320367
Cyafur,IPA1,M,3.432570693,-12.73262358
Chabri,IPA3,M,6.615108751,-12.52706664
Cyafur,IPA4,F,4.951478344,-16.34247025
Cyafur,IPA6,F,4.956298752,-14.13347818
Permic,IPA8,NA,9.126012531,-14.34632891
Xenspi,IPA9,NA,7.212164938,-13.78630059
Auldew,IPB1,NA,5.980396656,-21.25395597
Neosav,IPB3,M,6.723393561,-18.11101426
Lepelo,IPB4,M,8.024844607,-19.0366466
Intloo,IPB5,F,4.48939586,-13.53156186
Intloo,IPB7,M,4.462937446,-14.04440977
Intloo,IPB8,NA,4.453962876,-15.06515395
Intloo,IPB9,NA,4.636445801,-15.1899343
Xenspi,IPC2,NA,7.1269583,-15.65604181
Neotet,IPC3,NA,6.307228262,-16.22611771
Ophnas,IPC6,F,6.200750168,-16.54123701
Ophnas,IPC8,F,6.271676686,-18.26118072
Ophnas,IPC9,M,6.293974623,-15.66746599
Ophnas,IPD1,M,5.860159289,-15.31508549
Ophnas,IPD2,F,6.345580158,-16.99116031
Ophnas,IPD3,F,6.158975884,-16.7316522
Neosav,IPD8,NA,7.167913696,-18.74582429
Neosav,IPD9,NA,6.958865112,-18.7062855
Neosav,IPE2,NA,7.346436676,-18.75557485
Lamlem,IPE4,NA,6.171398752,-18.77767564
Lepatt,IPE5,M,6.969420854,-20.78457941
Lepatt,IPE6,F,7.181416151,-19.5666964
Permic,IPE8,M,9.294531515,-14.99434938
Permic,IPE9,NA,9.495001449,-15.47956696
Intloo,IPF2,F,4.726646283,-15.05868953
Permic,IPG1,NA,9.222357787,-14.7754341
Permic,IPG2,NA,7.948598924,-19.17642395
Xenspi,IPG4,F,6.286544557,-16.19511577
Lepelo,IPG5,F,7.783716193,-17.7131738
